4	A	Napoletani	0	0	0	1783.021
4	A	Milanesi	1	0	0	299.787
4	A	Baresi	0	0	0	148.213
4	A	Catanzaresi	0	1	485.718	156.635
4	A	Violenza	0	1	143.252	141.186
4	A	Allegria	1	0	0	285.239
4	A	Torinesi	1	1	463.018	135.286
4	A	Morte	0	0	0	330.799
4	A	Gioia	1	0	0	718.157
4	A	Odio	0	0	0	191.371
4	A	Gioia	1	0	0	142.542
4	A	Genovesi	1	1	479.192	174.068
4	A	Odio	0	0	0	198.13
4	A	Milanesi	1	0	0	216.611
4	A	Napoletani	0	0	0	293.337
4	A	Palermitani	0	1	438.977	196.532
4	A	Guerra	0	1	599.137	254.177
4	A	Amicizia	1	0	0	216.408
4	A	Veneziani	1	1	399.218	189.834
4	A	Felicita'	1	1	431.434	31.042
4	A	Napoletani	1	0	0	336.624
4	A	Violenza	0	0	0	198.967
4	A	Odio	0	1	415.035	173.853
4	A	Palermitani	1	0	0	143.319
4	A	Gioia	1	1	391.306	220.477
4	A	Allegria	1	1	390.807	294.875
4	A	Milanesi	0	0	0	70.289
4	A	Milanesi	0	0	0	309.56
4	A	Napoletani	1	1	390.719	320.09
4	A	Amicizia	1	1	111.297	22.183
4	A	Guerra	0	1	142.557	78.221
4	A	Genovesi	0	1	151.26	61.935
4	A	Baresi	1	0	0	31.45
4	A	Morte	0	0	0	101.205
4	A	Torinesi	0	1	167.134	55.075
4	A	Felicita'	1	0	0	36.996
4	A	Odio	0	0	0	109.12
4	A	Catanzaresi	1	0	0	28.48
4	A	Veneziani	0	1	127.387	37.604
4	A	Gioia	1	1	22.884	99.754
4	A	Odio	255		0	0
4	A	Morte	255		0	0
4	A	Guerra	255		0	0
4	A	Violenza	255		0	0
4	A	Odio	255		0	0
4	A	Amicizia	255		0	0
4	A	Amicizia	255		0	0
4	A	Amicizia	255		0	0
4	A	Guerra	255		0	0
4	A	Guerra	255		0	0
4	A	Felicita'	255		0	0
4	A	Allegria	255		0	0
4	A	Gioia	255		0	0
4	A	Gioia	255		0	0
4	A	Gioia	255		0	0
4	A	Morte	255		0	0
4	A	Allegria	255		0	0
4	A	Felicita'	255		0	0
4	A	Amicizia	255		0	0
4	A	Gioia	255		0	0
4	A	Guerra	255		0	0
4	A	Violenza	255		0	0
4	A	Odio	255		0	0
4	A	Odio	255		0	0
4	A	Guerra	0	0	0	3461.709
4	A	Allegria	1	0	0	764.17
4	A	Violenza	0	1	349.926	350.231
4	A	Torinesi	1	0	0	237.408
4	A	Gioia	1	1	326.881	228.425
4	A	Odio	0	0	0	190.626
4	A	Baresi	0	1	334.581	165.545
4	A	Felicita'	1	0	0	162.832
4	A	Gioia	1	1	335.558	187.914
4	A	Amicizia	1	1	327.115	174.297
4	A	Veneziani	1	1	302.231	142.544
4	A	Napoletani	0	0	0	134.491
4	A	Palermitani	0	1	326.608	172.308
4	A	Milanesi	1	0	0	134.555
4	A	Genovesi	1	0	0	197.829
4	A	Napoletani	0	1	327.723	197.549
4	A	Milanesi	1	0	0	141.193
4	A	Morte	0	1	287.476	212.196
4	A	Odio	0	1	223.363	86.084
4	A	Catanzaresi	0	1	191.429	94.201
4	A	Felicita'	1	1	389.808	338.047
4	A	Milanesi	0	0	0	77.379
4	A	Odio	0	0	0	246.345
4	A	Napoletani	1	0	0	62.714
4	A	Morte	0	0	0	107.057
4	A	Catanzaresi	1	0	0	48.34
4	A	Amicizia	1	1	390.998	59.646
4	A	Palermitani	1	1	366.958	102.548
4	A	Baresi	1	1	343.155	133.882
4	A	Gioia	1	1	271.369	122.435
4	A	Odio	0	0	0	45.244
4	A	Genovesi	0	0	0	231.006
4	A	Veneziani	0	0	0	333.478
4	A	Guerra	0	0	0	326.031
4	A	Violenza	0	0	0	292.087
4	A	Allegria	1	1	438.148	246.136
4	A	Milanesi	0	0	0	62.189
4	A	Torinesi	0	1	319.526	69.916
4	A	Gioia	1	0	0	209.066
4	A	Napoletani	1	1	374.948	31.339
