2	B	Napoletani	[78.74, 0.2194, 0.3487]	1	1	478.134
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	1	274.522
2	B	Veneziani	[78.74, 0.2194, 0.3487]	0	0	205.091
2	B	Guerra	[92.78, 0.3988, 0.5139]	0	0	101.68
2	B	Morte	[92.78, 0.3988, 0.5139]	0	1	70.341
2	B	Napoletani	[78.74, 0.2194, 0.3487]	1	0	51.865
2	B	Amicizia	[92.78, 0.3988, 0.5139]	1	1	132.215
2	B	Felicita'	[92.78, 0.3988, 0.5139]	1	1	136.344
2	B	Odio	[92.78, 0.3988, 0.5139]	0	0	158.435
2	B	Violenza	[92.78, 0.3988, 0.5139]	0	1	54.368
2	B	Palermitani	[78.74, 0.2194, 0.3487]	1	0	47.002
2	B	Odio	[92.78, 0.3988, 0.5139]	0	0	126.101
2	B	Genovesi	[78.74, 0.2194, 0.3487]	0	1	62.814
2	B	Baresi	[78.74, 0.2194, 0.3487]	1	0	54.27
2	B	Catanzaresi	[78.74, 0.2194, 0.3487]	1	1	142.182
2	B	Milanesi	[78.74, 0.2194, 0.3487]	0	0	135.768
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	0	55.995
2	B	Allegria	[92.78, 0.3988, 0.5139]	1	1	157.859
2	B	Torinesi	[78.74, 0.2194, 0.3487]	0	0	184.02
2	B	Milanesi	[78.74, 0.2194, 0.3487]	0	1	70.269
2	B	Napoletani	[78.74, 0.2194, 0.3487]	0	0	110.622
2	B	Morte	[92.78, 0.3988, 0.5139]	0	0	13.928
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	0	102.479
2	B	Milanesi	[78.74, 0.2194, 0.3487]	1	1	166.46
2	B	Veneziani	[78.74, 0.2194, 0.3487]	1	0	15.29
2	B	Allegria	[92.78, 0.3988, 0.5139]	1	0	7.017
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	1	163.148
2	B	Guerra	[92.78, 0.3988, 0.5139]	0	1	0.354
2	B	Torinesi	[78.74, 0.2194, 0.3487]	1	1	24.324
2	B	Felicita'	[92.78, 0.3988, 0.5139]	1	1	151.392
2	B	Palermitani	[78.74, 0.2194, 0.3487]	0	0	151.915
2	B	Amicizia	[92.78, 0.3988, 0.5139]	1	1	14.642
2	B	Napoletani	[78.74, 0.2194, 0.3487]	0	1	7.756
2	B	Violenza	[92.78, 0.3988, 0.5139]	0	0	7.644
2	B	Genovesi	[78.74, 0.2194, 0.3487]	1	0	86.89
2	B	Odio	[92.78, 0.3988, 0.5139]	0	0	174.592
2	B	Odio	[92.78, 0.3988, 0.5139]	0	1	87.352
2	B	Catanzaresi	[78.74, 0.2194, 0.3487]	0	0	48.582
2	B	Baresi	[78.74, 0.2194, 0.3487]	0	1	61.391
2	B	Milanesi	[78.74, 0.2194, 0.3487]	1	1	15.228
2	B	Gioia	0	255		0
2	B	Allegria	0	255		0
2	B	Morte	0	255		0
2	B	Gioia	0	255		0
2	B	Felicita'	0	255		0
2	B	Guerra	0	255		0
2	B	Violenza	0	255		0
2	B	Amicizia	0	255		0
2	B	Guerra	0	255		0
2	B	Violenza	0	255		0
2	B	Gioia	0	255		0
2	B	Odio	0	255		0
2	B	Allegria	0	255		0
2	B	Guerra	0	255		0
2	B	Felicita'	0	255		0
2	B	Guerra	0	255		0
2	B	Amicizia	0	255		0
2	B	Amicizia	0	255		0
2	B	Odio	0	255		0
2	B	Odio	0	255		0
2	B	Amicizia	0	255		0
2	B	Morte	0	255		0
2	B	Gioia	0	255		0
2	B	Odio	0	255		0
2	B	Palermitani	[78.74, 0.2194, 0.3487]	0	0	107.642
2	B	Guerra	[92.78, 0.3988, 0.5139]	0	0	31.096
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	1	36.642
2	B	Felicita'	[92.78, 0.3988, 0.5139]	1	0	14.603
2	B	Milanesi	[78.74, 0.2194, 0.3487]	1	0	39.417
2	B	Allegria	[92.78, 0.3988, 0.5139]	1	1	191.462
2	B	Veneziani	[78.74, 0.2194, 0.3487]	1	0	15.557
2	B	Odio	[92.78, 0.3988, 0.5139]	0	1	23.761
2	B	Odio	[92.78, 0.3988, 0.5139]	0	0	39.09
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	1	22.58
2	B	Baresi	[78.74, 0.2194, 0.3487]	0	0	207.499
2	B	Milanesi	[78.74, 0.2194, 0.3487]	1	0	93.997
2	B	Violenza	[92.78, 0.3988, 0.5139]	0	0	183.209
2	B	Napoletani	[78.74, 0.2194, 0.3487]	0	0	22.225
2	B	Morte	[92.78, 0.3988, 0.5139]	0	0	5.012
2	B	Genovesi	[78.74, 0.2194, 0.3487]	1	1	31.134
2	B	Catanzaresi	[78.74, 0.2194, 0.3487]	0	1	22.37
2	B	Napoletani	[78.74, 0.2194, 0.3487]	0	0	23.434
2	B	Amicizia	[92.78, 0.3988, 0.5139]	1	0	79.252
2	B	Torinesi	[78.74, 0.2194, 0.3487]	1	0	14.653
2	B	Veneziani	[78.74, 0.2194, 0.3487]	0	0	138.329
2	B	Allegria	[92.78, 0.3988, 0.5139]	1	1	14.19
2	B	Catanzaresi	[78.74, 0.2194, 0.3487]	1	1	149.899
2	B	Napoletani	[78.74, 0.2194, 0.3487]	1	1	191.663
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	0	4.726
2	B	Napoletani	[78.74, 0.2194, 0.3487]	1	0	6.106
2	B	Milanesi	[78.74, 0.2194, 0.3487]	0	1	15.064
2	B	Amicizia	[92.78, 0.3988, 0.5139]	1	1	15.297
2	B	Morte	[92.78, 0.3988, 0.5139]	0	1	7.223
2	B	Odio	[92.78, 0.3988, 0.5139]	0	0	7.043
2	B	Baresi	[78.74, 0.2194, 0.3487]	1	1	14.2
2	B	Torinesi	[78.74, 0.2194, 0.3487]	0	1	22.135
2	B	Gioia	[92.78, 0.3988, 0.5139]	1	1	21.585
2	B	Palermitani	[78.74, 0.2194, 0.3487]	1	0	7.435
2	B	Genovesi	[78.74, 0.2194, 0.3487]	0	1	7.11
2	B	Violenza	[92.78, 0.3988, 0.5139]	0	0	2.907
2	B	Guerra	[92.78, 0.3988, 0.5139]	0	0	23.846
2	B	Milanesi	[78.74, 0.2194, 0.3487]	0	1	80.765
2	B	Felicita'	[92.78, 0.3988, 0.5139]	1	0	87.334
2	B	Odio	[92.78, 0.3988, 0.5139]	0	0	187.54
