4	97105535.0708	97105539.1923	4.1215	0.1215
4	97105775.033	97105779.128	4.095	0.095
4	97106010.0297	97106014.1527	4.123	0.123
4	97106250.027	97106254.1578	4.1308	0.1308
4	97106485.0294	97106489.1553	4.1259	0.1259
4	97106720.0327	97106724.1353	4.1027	0.1027
4	97106955.0316	97106959.1491	4.1175	0.1175
4	97107190.029	97107194.1585	4.1295	0.1295
4	97107425.0326	97107429.1625	4.1299	0.1299
4	97107660.0365	97107664.1505	4.114	0.114
