Data_11 0.0028279715 0.0064451885 0.01486405 0.024857903 0.036548283 0.07177923 0.09378678 0.08184986 0.08149623 0.0809431 0.08631147 0.08966016 0.06683704 0.04228166 0.029537061 0.03739839 0.12331845 0.12795644 0.04302482 0.02737096 0.047393024 0.055751316 0.054338176 0.119890586 0.08965435 0.044206005 0.024384562 0.020938922 0.02464707 0.028570272 0.025974834 0.036935035 0.048720583 0.06425221 0.051516593 0.046220556
Data_12 0.004475029 0.0092164 0.01886036 0.028309694 0.03640937 0.06706819 0.08294898 0.0686078 0.066894524 0.067526616 0.07448625 0.07969359 0.059210036 0.03868304 0.026640661 0.038118288 0.12479664 0.12918733 0.04481149 0.031730633 0.060304772 0.08932729 0.109982915 0.18837857 0.15888382 0.11582635 0.10083429 0.103366844 0.10906924 0.10783536 0.09955597 0.095905766 0.0910632 0.09048974 0.06502054 0.055209983
Data_13 0.006531911 0.017741976 0.03481718 0.053248756 0.06432538 0.0745738 0.08461843 0.095699586 0.10773065 0.11817556 0.1312661 0.14527795 0.15565808 0.1621785 0.16798103 0.17984775 0.19314532 0.20438044 0.21397854 0.21585628 0.21795708 0.21624438 0.2139228 0.20700149 0.19594769 0.18771756 0.1761525 0.1629609 0.15243348 0.1425117 0.1259516 0.1132138 0.09844167 0.083716415 0.06824144 0.066152796
Data_14 0.0036797363 0.0030658655 0.0016184176 0.0013156198 0.0019689305 0.0026601031 0.0012774005 0.0014883578 0.0016557325 0.0024508764 0.006771851 0.018826235 0.032392476 0.047329407 0.06092078 0.07380236 0.084527686 0.09201921 0.10113952 0.10610417 0.10700232 0.106025 0.10242256 0.09414577 0.09150381 0.085387714 0.08332075 0.08018284 0.07474498 0.06706526 0.062525705 0.067147724 0.06290881 0.058461778 0.050667126 0.053350165
Data_15 0.001901886 0.0029016659 0.0027918331 0.0021987709 0.001436299 0.002355655 0.0020571013 0.0019063428 0.0022118348 0.0047153295 0.0077523836 0.012852416 0.018912887 0.02611058 0.037663102 0.06226771 0.10267464 0.14417261 0.17337072 0.1843402 0.18959734 0.19263671 0.1904446 0.18472804 0.17886151 0.16836455 0.15943557 0.14696214 0.13603485 0.127539 0.11369098 0.1022209 0.09011278 0.077594064 0.061664566 0.061150026
Data_16 0.0021899007 0.0039079282 0.003199615 0.002613687 0.0021364896 0.0031532443 0.0036127695 0.003280032 0.0024228287 0.0021615555 0.0029904775 0.0042489525 0.00508973 0.0049067046 0.0057094474 0.010354248 0.022598403 0.043956626 0.06836624 0.090745576 0.11654993 0.14029399 0.15711823 0.16745615 0.16485941 0.15479921 0.15165184 0.14148232 0.13279362 0.12171251 0.106534995 0.09696802 0.08651144 0.07323141 0.061034244 0.058333267
Data_17 0.0019734262 0.003929224 0.003486613 0.002274047 0.0018670526 0.003596955 0.003740993 0.002773768 0.0025508597 0.0021563908 0.0024294092 0.0037785352 0.004897677 0.0031777092 0.0029624014 0.004160805 0.005053367 0.0033095975 0.0053731613 0.009833847 0.012862721 0.024806343 0.053983126 0.09655913 0.12666029 0.14078991 0.13930547 0.13048646 0.12937346 0.1206267 0.10362246 0.09327765 0.08224716 0.06837864 0.06046565 0.061402377
Data_18 0.0024882471 0.003069227 0.0022113041 0.0021670784 0.002556148 0.002632585 0.0028419914 0.002755512 0.002612417 0.003778237 0.004686672 0.012128769 0.02518753 0.0418188 0.056001123 0.062916145 0.058646496 0.044826265 0.027638806 0.015213419 0.007412445 0.0065017017 0.005043365 0.0048491233 0.00559295 0.0063757384 0.0062776427 0.0059304964 0.006621692 0.009563935 0.005161927 0.011885266 0.01019863 0.010761711 0.010074508 0.012714296
Data_19 0.0030414842 0.0051294 0.0045267865 0.0077647665 0.01063729 0.015284332 0.020474663 0.02691883 0.03529517 0.046908855 0.063588694 0.08047184 0.08724421 0.0842241 0.075315244 0.06143059 0.046071805 0.027524106 0.015411917 0.008187444 0.0041040326 0.0060959365 0.0038291188 0.0055843187 0.0066004046 0.00656015 0.008659351 0.005611862 0.0063117263 0.009796013 0.008947567 0.00935988 0.008301259 0.010817597 0.008338282 0.016169963
Data_20 0.004079947 0.0062829345 0.011033642 0.018847672 0.027717778 0.03806743 0.049601816 0.057482403 0.06250229 0.064573 0.062348895 0.056355257 0.04694785 0.035209943 0.023864875 0.015957061 0.010625744 0.0072789053 0.006453609 0.0044746804 0.0034870596 0.0038331356 0.0032491793 0.0050990866 0.007945126 0.0061064195 0.0054532727 0.0072714016 0.015633374 0.018099532 0.021281052 0.031801805 0.041371085 0.046412278 0.044586524 0.05411295
Data_21 0.005191071 0.01009976 0.014451936 0.02111938 0.025752304 0.031894725 0.039336894 0.043580923 0.047068205 0.050066337 0.049927466 0.046793535 0.039749835 0.02903568 0.020593299 0.01662006 0.012739799 0.008384939 0.0076016164 0.010233766 0.018829795 0.03905139 0.061071984 0.07211323 0.0771579 0.07648522 0.08315656 0.09118585 0.096060544 0.100995146 0.092062384 0.09001963 0.08226184 0.07364558 0.06209714 0.058850404
Data_22 0.0026198567 0.0044646184 0.0019707463 0.0019720423 0.0019182081 0.0026245664 0.0030299027 0.0033245892 0.0020860007 0.0028489092 0.0026913702 0.0041657174 0.003832284 0.0036663536 0.00354976 0.0037780656 0.0038903148 0.0030422325 0.0037056208 0.004200213 0.0036687567 0.004820224 0.0063771824 0.005939265 0.006752879 0.0073754354 0.004527395 0.006225062 0.008755228 0.00709336 0.007906751 0.009004711 0.007927001 0.01229412 0.012394362 0.01257016
Data_23 0.0037853443 0.0045019416 0.006809709 0.008904044 0.015286924 0.051410668 0.066533394 0.038585547 0.03176216 0.028701553 0.041560195 0.05631375 0.03505448 0.01680117 0.013019658 0.037422676 0.17400642 0.18580067 0.06272055 0.03939065 0.0714844 0.08608992 0.085723944 0.18748277 0.14040269 0.07021305 0.03641775 0.025332686 0.023322755 0.024097174 0.021668363 0.025220599 0.020623317 0.037693556 0.02170977 0.01789337
Data_24 0.0019269086 0.004983355 0.007307423 0.00945373 0.015337611 0.052515734 0.068132676 0.038655616 0.031694394 0.028930075 0.041395586 0.05605897 0.035025768 0.01742653 0.013720489 0.03834905 0.1776906 0.18920594 0.06380771 0.040312197 0.07304694 0.08739245 0.08620345 0.18971056 0.14134535 0.06869965 0.034085095 0.023511654 0.025938945 0.021265307 0.01884701 0.020434598 0.023051808 0.034694567 0.015794547 0.017732423
Data_25 0.0032380181 0.0050421134 0.0075838603 0.009263457 0.015605868 0.052004453 0.067513414 0.039033342 0.03279758 0.030322967 0.042898368 0.057826396 0.036738995 0.017260129 0.014909306 0.03922316 0.18345024 0.19538195 0.06568704 0.04169219 0.07515448 0.09091189 0.09077047 0.19787678 0.15034318 0.0731706 0.037380833 0.032692425 0.02733806 0.0247565 0.023354195 0.024648609 0.025810575 0.038831465 0.020457273 0.01841822
Data_26 0.0041500954 0.005932026 0.0075624743 0.009556291 0.014503046 0.05085447 0.06720287 0.03919498 0.031899184 0.029735703 0.040503398 0.056796283 0.035706986 0.016816624 0.014540517 0.0390268 0.18315159 0.19655223 0.06489962 0.040990893 0.075338215 0.09011511 0.09049779 0.19648694 0.14965656 0.07354704 0.03749901 0.030411843 0.024661077 0.023662513 0.023447402 0.023415213 0.027145898 0.041014794 0.020144612 0.020272918
Data_27 0.0031908106 0.0052197054 0.007956634 0.011404953 0.019108152 0.06527067 0.084771246 0.048664194 0.040366504 0.035588756 0.05171534 0.07009871 0.04346869 0.021163605 0.016816357 0.047525186 0.22356667 0.23988937 0.07903813 0.049832188 0.09028328 0.107529484 0.10641383 0.23676203 0.17729372 0.08702641 0.043854363 0.031815264 0.028110037 0.024926592 0.023083016 0.025696341 0.029966196 0.049459886 0.023843968 0.016529428
Data_28 0.0036339064 0.0055351257 0.008675837 0.011618518 0.019562969 0.066518 0.087305516 0.04980188 0.041454118 0.03809297 0.053324167 0.07156383 0.045180358 0.021124665 0.016813243 0.048935194 0.231621 0.24827491 0.0813236 0.049847595 0.09264248 0.111286834 0.1087639 0.24376501 0.18411487 0.08922641 0.042396985 0.033223405 0.030710394 0.026305063 0.021855127 0.028959135 0.03380135 0.04728939 0.023711622 0.017105773
